id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2019-428685,2019-01-24,000001,Vente,62990,25,,RUE ETIENNE DOLET,2040,95100,95018,Argenteuil,95,,,95018000AT0306,,,11,,9,,,,,,,,2,2,Appartement,15,1,,,,,,2.257733,48.953108
2019-428686,2019-01-11,000001,Vente,370000,47,,RUE DE LA PROCESSION,1620,95870,95063,Bezons,95,,,95063000AH0225,,,,,,,,,,,,,0,1,Maison,43,1,S,sols,,,434,2.221157,48.934525
2019-428687,2019-01-29,000001,Vente,168000,88,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BN0580,,,304,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245513,48.939008
2019-428687,2019-01-29,000001,Vente,168000,88,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BN0580,,,37,,4,,,,,,,,2,2,Appartement,58,3,,,,,,2.245513,48.939008
2019-428688,2019-01-30,000001,Vente,160000,136,,RUE EDOUARD VAILLANT,0610,95870,95063,Bezons,95,,,95063000AE0944,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,60,0,S,sols,,,122,2.20965,48.924968
2019-428689,2019-01-21,000002,Vente,176000,14,,RUE CHARLES FOURRIER,0240,95240,95176,Cormeilles-en-Parisis,95,,,95176000AW1242,,,,,,,,,,,,,0,,,,,S,sols,,,260,,
2019-428690,2019-01-24,000001,Vente,152000,10,,AV DU PETIT MARLY,4180,95100,95018,Argenteuil,95,,,95018000BN0785,,,9,,,,,,,,,,1,2,Appartement,50,2,,,,,,2.244276,48.939193
2019-428690,2019-01-24,000001,Vente,152000,10,,AV DU PETIT MARLY,4180,95100,95018,Argenteuil,95,,,95018000BN0785,,,97,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.244276,48.939193
2019-428691,2019-01-24,000001,Vente,145000,30,,BD DU GENERAL LECLERC,2316,95100,95018,Argenteuil,95,,,95018000BP0350,,,56,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.232068,48.945541
2019-428691,2019-01-24,000001,Vente,145000,17,,SQ AQUITAINE,0265,95100,95018,Argenteuil,95,,,95018000BP0350,,,806,,,,,,,,,,1,2,Appartement,68,5,,,,,,2.232068,48.945541
2019-428692,2019-01-25,000001,Vente,150000,153,,AV DU MARECHAL JOFFRE,3410,95100,95018,Argenteuil,95,,,95018000AE0959,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,242,2.237374,48.961097
2019-428693,2019-01-25,000001,Vente,182161.7,,,RUE BAVARD,0550,95100,95018,Argenteuil,95,,,95018000AD1568,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,39,2.230438,48.958483
2019-428693,2019-01-25,000001,Vente,182161.7,,,RUE BAVARD,0550,95100,95018,Argenteuil,95,,,95018000AD1599,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,279,2.230444,48.958587
2019-428694,2019-01-24,000001,Vente,295000,84,,RUE DE MORIFOSSE,3690,95100,95018,Argenteuil,95,,,95018000AC0119,,,,,,,,,,,,,0,1,Maison,87,5,S,sols,,,303,2.238202,48.966647
2019-428695,2019-01-25,000001,Vente en l'état futur d'achèvement,218000,,,LES COUDREES,B027,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1908,,,24,,,,,,,,,,1,,,,,,,,,,2.192986,48.955144
2019-428695,2019-01-25,000001,Vente en l'état futur d'achèvement,218000,,,LES COUDREES,B027,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1908,,,28,,,,,,,,,,1,,,,,,,,,,2.192986,48.955144
2019-428696,2019-01-11,000001,Vente en l'état futur d'achèvement,270000,,,LES COUDREES,B027,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1908,,,42,,,,,,,,,,1,,,,,,,,,,2.192986,48.955144
2019-428696,2019-01-11,000001,Vente en l'état futur d'achèvement,270000,,,LES COUDREES,B027,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1908,,,41,,,,,,,,,,1,,,,,,,,,,2.192986,48.955144
2019-428696,2019-01-11,000001,Vente en l'état futur d'achèvement,270000,,,LES COUDREES,B027,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1908,,,6,,,,,,,,,,1,,,,,,,,,,2.192986,48.955144
2019-428697,2019-01-25,000001,Vente en l'état futur d'achèvement,190000,4,,RUE DES MAREEUX,0610,95370,95424,Montigny-lès-Cormeilles,95,,,95424000AN1067,,,153,,,,,,,,,,1,,,,,,,,,,2.195967,49.00426
2019-428697,2019-01-25,000001,Vente en l'état futur d'achèvement,190000,4,,RUE DES MAREEUX,0610,95370,95424,Montigny-lès-Cormeilles,95,,,95424000AN1067,,,7,39.16,,,,,,,,,1,,,,,,,,,,2.195967,49.00426
2019-428698,2019-01-25,000001,Vente,353000,44,,RUE MARCEL LOFFEL,3370,95100,95018,Argenteuil,95,,,95018000AW0788,,,,,,,,,,,,,0,1,Maison,108,4,S,sols,,,472,2.245761,48.958194
2019-428699,2019-01-28,000001,Vente,175000,10,,RUE DES CARREAUX,0413,95110,95582,Sannois,95,,,95582000AB1108,,,154,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.240197,48.981951
2019-428699,2019-01-28,000001,Vente,175000,6,,RUE DES CARREAUX,0413,95110,95582,Sannois,95,,,95582000AB1109,,,223,,,,,,,,,,1,2,Appartement,78,4,,,,,,2.239061,48.982335
2019-428700,2019-01-29,000001,Vente,80000,2,,PL CARNOT,1010,95100,95018,Argenteuil,95,,,95018000BK0460,,,1,36.28,5,,,,,,,,2,4,Local industriel. commercial ou assimilé,38,0,,,,,,2.251155,48.948984
2019-428701,2019-01-29,000001,Vente en l'état futur d'achèvement,258000,,,LES COUDREES,B027,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1908,,,63,,,,,,,,,,1,,,,,,,,,,2.192986,48.955144
2019-428701,2019-01-29,000001,Vente en l'état futur d'achèvement,258000,,,LES COUDREES,B027,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1908,,,5,,,,,,,,,,1,,,,,,,,,,2.192986,48.955144
2019-428701,2019-01-29,000001,Vente en l'état futur d'achèvement,258000,,,LES COUDREES,B027,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1908,,,64,,,,,,,,,,1,,,,,,,,,,2.192986,48.955144
2019-428702,2019-01-24,000001,Vente,195000,37,,AV DES BERGERONNETTES,0250,95110,95582,Sannois,95,,,95582000AD0411,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,318,2.251448,48.97862
2019-428703,2019-01-23,000001,Vente,145000,4,,RUE DES CHASSEURS,1260,95100,95018,Argenteuil,95,,,95018000AT0169,,,11,,12,,22,,27,,,,4,2,Appartement,60,4,,,,,,2.26088,48.955298
2019-428704,2019-01-22,000001,Vente,234000,24,,RUE DAMIETTE,0620,95110,95582,Sannois,95,,,95582000AN1107,,,320,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.255312,48.970921
2019-428704,2019-01-22,000001,Vente,234000,24,,RUE DAMIETTE,0620,95110,95582,Sannois,95,,,95582000AN1107,,,113,62.86,,,,,,,,,1,2,Appartement,64,3,,,,,,2.255312,48.970921
2019-428705,2019-02-07,000001,Vente en l'état futur d'achèvement,240900,,,RUE DES MAREEUX,0610,95370,95424,Montigny-lès-Cormeilles,95,,,95424000AN1069,,,20,,,,,,,,,,1,,,,,,,,,,2.195263,49.003961
2019-428705,2019-02-07,000001,Vente en l'état futur d'achèvement,240900,,,RUE DES MAREEUX,0610,95370,95424,Montigny-lès-Cormeilles,95,,,95424000AN1069,,,133,,,,,,,,,,1,,,,,,,,,,2.195263,49.003961
2019-428706,2019-02-04,000001,Vente,355000,18,,ALL DES FOUGERES,0487,95220,95306,Herblay-sur-Seine,95,,,95306000AK0311,,,,,,,,,,,,,0,1,Maison,102,5,S,sols,,,230,2.145481,49.001939
2019-428707,2019-01-23,000001,Vente,249000,1,,RUE DU GENERAL LECLERC,0420,95370,95424,Montigny-lès-Cormeilles,95,,,95424000AI0095,,,,,,,,,,,,,0,1,Maison,64,4,S,sols,,,396,2.190842,48.989699
2019-428708,2019-01-15,000001,Vente,132500,28,,RUE DE LA BERTHIE,0280,95870,95063,Bezons,95,,,95063000AB0390,,,47,,,,,,,,,,1,2,Appartement,50,3,,,,,,2.202822,48.93658
2019-428709,2019-02-06,000001,Vente en l'état futur d'achèvement,435000,,,LES BATTIERS,B006,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1809,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,392,2.193119,48.956749
2019-428710,2019-02-05,000001,Vente en l'état futur d'achèvement,499000,,,LES COUDREES,B027,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1856,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,257,2.192902,48.955957
2019-428710,2019-02-05,000001,Vente en l'état futur d'achèvement,499000,,,LES COUDREES,B027,95240,95176,Cormeilles-en-Parisis,95,,,95176000AP1875,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,109,2.192953,48.955969
2019-428711,2019-02-06,000001,Vente en l'état futur d'achèvement,248000,,,RUE FRANCIS DE PRESSENSE,0730,95870,95063,Bezons,95,,,95063000AH0371,,,4045,,,,,,,,,,1,,,,,,,,,,2.215476,48.928327
2019-428711,2019-02-06,000001,Vente en l'état futur d'achèvement,248000,,,RUE FRANCIS DE PRESSENSE,0730,95870,95063,Bezons,95,,,95063000AH0371,,,14027,43.89,,,,,,,,,1,,,,,,,,,,2.215476,48.928327
2019-428712,2019-02-06,000001,Vente en l'état futur d'achèvement,156500,,,RUE FRANCIS DE PRESSENSE,0730,95870,95063,Bezons,95,,,95063000AH0371,,,3032,24.84,,,,,,,,,1,,,,,,,,,,2.215476,48.928327
2019-428713,2019-02-07,000001,Vente en l'état futur d'achèvement,179977,,,RUE FRANCIS DE PRESSENSE,0730,95870,95063,Bezons,95,,,95063000AH0371,,,14144,30.88,,,,,,,,,1,,,,,,,,,,2.215476,48.928327
2019-428714,2019-01-21,000001,Vente,330500,14,,RUE CHARLES FOURRIER,0240,95240,95176,Cormeilles-en-Parisis,95,,,95176000AW1241,,,,,,,,,,,,,0,1,Maison,130,5,S,sols,,,345,,
2019-428715,2019-01-16,000001,Vente,195000,1,,PL DES ETAUX,0420,95220,95306,Herblay-sur-Seine,95,,,95306000AY0372,,,115,57.87,121,,124,,,,,,3,2,Appartement,80,4,,,,,,2.168046,48.99112
2019-428716,2019-01-21,000001,Vente,12000,18,,RUE DE SAINT GERMAIN,1220,95240,95176,Cormeilles-en-Parisis,95,,,95176000AT1039,,,,,,,,,,,,,0,,,,,S,sols,,,80,,
2019-428717,2019-02-01,000001,Vente,173000,9001,,RUE KLEBER,1070,95870,95063,Bezons,95,,,95063000AE0305,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.213831,48.928987
2019-428717,2019-02-01,000001,Vente,173000,19,,AV GABRIEL PERI,0750,95870,95063,Bezons,95,,,95063000AE0305,,,18,37.56,,,,,,,,,1,2,Appartement,38,2,,,,,,2.213831,48.928987
2019-428718,2019-02-01,000001,Vente,269000,,,RUE MAURICE BERTEAUX,1300,95870,95063,Bezons,95,,,95063000AE0907,,,,,,,,,,,,,0,,,,,S,sols,,,93,2.211403,48.927653
2019-428718,2019-02-01,000001,Vente,269000,88,B,RUE MAURICE BERTEAUX,1300,95870,95063,Bezons,95,,,95063000AE1221,,,,,,,,,,,,,0,1,Maison,37,1,S,sols,,,104,2.211431,48.927756
2019-428719,2019-01-17,000001,Vente,360000,4,B,RUE ANATOLE FRANCE,0010,95370,95424,Montigny-lès-Cormeilles,95,,,95424000AI0424,,,,,,,,,,,,,0,1,Maison,120,6,J,jardins,POTAG,Jardin potager,437,2.186612,48.988688
2019-428720,2019-01-17,000001,Vente,361000,41,,RUE DE LA BATAILLE,0101,95240,95176,Cormeilles-en-Parisis,95,,,95176000AK1737,,,,,,,,,,,,,0,1,Maison,100,4,S,sols,,,467,2.205764,48.966899
2019-428721,2019-02-08,000001,Vente en l'état futur d'achèvement,220200,,,RUE FRANCIS DE PRESSENSE,0730,95870,95063,Bezons,95,,,95063000AH0371,,,3180,,,,,,,,,,1,,,,,,,,,,2.215476,48.928327
2019-428721,2019-02-08,000001,Vente en l'état futur d'achèvement,220200,,,RUE FRANCIS DE PRESSENSE,0730,95870,95063,Bezons,95,,,95063000AH0371,,,3007,,,,,,,,,,1,,,,,,,,,,2.215476,48.928327
2019-428722,2019-01-23,000001,Vente en l'état futur d'achèvement,256000,,,,,,95063,Bezons,95,,,95063000AK0204,,,1288,,,,,,,,,,1,,,,,,,,,,2.215498,48.925284
2019-428722,2019-01-23,000001,Vente en l'état futur d'achèvement,256000,,,,,,95063,Bezons,95,,,95063000AK0204,,,1266,,,,,,,,,,1,,,,,,,,,,2.215498,48.925284
2019-428722,2019-01-23,000001,Vente en l'état futur d'achèvement,256000,,,,,,95063,Bezons,95,,,95063000AK0204,,,1099,,,,,,,,,,1,,,,,,,,,,2.215498,48.925284
2019-428722,2019-01-23,000001,Vente en l'état futur d'achèvement,256000,,,,,,95063,Bezons,95,,,95063000AK0204,,,1076,,,,,,,,,,1,,,,,,,,,,2.215498,48.925284
2019-428723,2019-02-08,000001,Vente,410000,25,,RUE DU DAUPHINE,1650,95100,95018,Argenteuil,95,,,95018000AH0392,,,,,,,,,,,,,0,1,Maison,112,5,S,sols,,,458,2.245285,48.964303
2019-428724,2019-01-30,000001,Vente,445000,23,,RUE D ARGENTEUIL,0020,95220,95306,Herblay-sur-Seine,95,,,95306000AY0152,,,,,,,,,,,,,0,1,Maison,120,5,S,sols,,,382,2.168602,48.989545
2019-428725,2019-01-22,000001,Vente,112000,9001,,RES LES DEUX PUITS,A208,95110,95582,Sannois,95,,,95582000AN0791,,,363,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.25466,48.96996
2019-428725,2019-01-22,000001,Vente,112000,1,,PROM DES DEUX PUITS,0623,95110,95582,Sannois,95,,,95582000AN0791,,,106,29.85,233,,,,,,,,2,2,Appartement,29,1,,,,,,2.25466,48.96996
2019-428726,2019-01-29,000001,Vente,224770,28,,RUE DE LA CAVEE,1050,95100,95018,Argenteuil,95,,,95018000AE0424,,,,,,,,,,,,,0,1,Maison,69,3,S,sols,,,339,2.233459,48.962971
2019-428727,2019-01-29,000001,Vente,150000,9001,,RUE DE LA TOURNADE,1317,95220,95306,Herblay-sur-Seine,95,,,95306000AY0895,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.167104,48.992183
2019-428727,2019-01-29,000001,Vente,150000,7,,RUE DE LA TOURNADE,1317,95220,95306,Herblay-sur-Seine,95,,,95306000AY0895,,,9,55.27,,,,,,,,,1,2,Appartement,55,2,,,,,,2.167104,48.992183
2019-428728,2019-01-14,000002,Vente,20000,47,,RUE DE CHENNEVIERES,0230,95220,95306,Herblay-sur-Seine,95,,,95306000BH0712,,,,,,,,,,,,,0,,,,,S,sols,,,49,,
2019-428729,2019-01-29,000001,Vente,195000,2,,RUE DE CHANTEPUITS,0180,95220,95306,Herblay-sur-Seine,95,,,95306000AY0483,,,11,,2,67.69,,,,,,,2,2,Appartement,66,2,,,,,,2.166424,48.991257
2019-428730,2019-01-21,000001,Vente,172000,9002,,ALL DES NYMPHEAS,1501,95870,95063,Bezons,95,,,95063000AI0568,,,96,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.222588,48.93062
2019-428730,2019-01-21,000001,Vente,172000,5,,ALL DES NYMPHEAS,1501,95870,95063,Bezons,95,,,95063000AI0568,,,28,40.07,,,,,,,,,1,2,Appartement,39,2,,,,,,2.222588,48.93062
2019-428731,2019-01-23,000001,Vente,150000,63,,AV DE LA VICTOIRE,5240,95100,95018,Argenteuil,95,,,95018000CE0671,,,,,,,,,,,,,0,1,Maison,98,5,S,sols,,,197,2.219714,48.945483
2019-428731,2019-01-23,000001,Vente,150000,63,,AV DE LA VICTOIRE,5240,95100,95018,Argenteuil,95,,,95018000CE0673,,,,,,,,,,,,,0,,,,,S,sols,,,203,2.219851,48.945485
2019-428732,2019-02-11,000001,Vente,355000,6,,RUE DE LA GAITE,0780,95870,95063,Bezons,95,,,95063000AN0023,,,,,,,,,,,,,0,1,Maison,75,4,S,sols,,,100,2.201184,48.919765
2019-428733,2019-01-28,000001,Vente,87000,9,,PL ALESSANDRIA,0064,95100,95018,Argenteuil,95,,,95018000CN0071,,,171,41.7,93,,,,,,,,2,2,Appartement,42,1,,,,,,2.22438,48.952133
2019-428734,2019-01-29,000001,Vente,106675,6,,RUE MONTESQUIEU,3658,95100,95018,Argenteuil,95,,,95018000BP0355,,,145,,53,45.66,,,,,,,2,2,Appartement,46,2,,,,,,2.233117,48.948032
2019-428734,2019-01-29,000001,Vente,106675,6,,RUE MONTESQUIEU,3658,95100,95018,Argenteuil,95,,,95018000BP0355,,,590,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.233117,48.948032
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,57,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,62,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,63,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,64,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,61,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428735,2019-01-15,000001,Vente,50000,70,,BD HELOISE,2550,95100,95018,Argenteuil,95,,,95018000BM0212,,,56,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248728,48.940437
2019-428736,2019-02-06,000001,Vente en l'état futur d'achèvement,205800,,,,,,95582,Sannois,95,,,95582000AN0706,,,209,,,,,,,,,,1,,,,,,,,,,2.255692,48.970523
2019-428736,2019-02-06,000001,Vente en l'état futur d'achèvement,205800,,,,,,95582,Sannois,95,,,95582000AN0706,,,70,,,,,,,,,,1,,,,,,,,,,2.255692,48.970523
2019-428737,2019-01-29,000001,Vente,304000,29,,RUE DU COQ,1470,95100,95018,Argenteuil,95,,,95018000AX0558,,,,,,,,,,,,,0,1,Maison,80,5,S,sols,,,577,2.239518,48.955829
2019-428738,2019-01-22,000001,Vente,372000,,,LE MAROC,B063,95220,95306,Herblay-sur-Seine,95,,,95306000BS0417,,,,,,,,,,,,,0,,,,,S,sols,,,6,2.122597,49.000204
2019-428738,2019-01-22,000001,Vente,372000,30,,RUE DE LA COMEDIE FRANCAISE,0251,95220,95306,Herblay-sur-Seine,95,,,95306000BS0420,,,,,,,,,,,,,0,1,Maison,95,5,S,sols,,,205,2.12268,49.000316
2019-428738,2019-01-22,000001,Vente,372000,,,RTE DE CONFLANS,0270,95220,95306,Herblay-sur-Seine,95,,,95306000BS0438,,,,,,,,,,,,,0,,,,,S,sols,,,8,2.122611,49.000219
2019-428739,2019-01-18,000001,Vente,228800,18,,RUE DU VAL NOTRE DAME,5130,95100,95018,Argenteuil,95,,,95018000BS1239,,,,,,,,,,,,,0,1,Maison,57,3,S,sols,,,116,2.226136,48.941629
2019-428740,2019-01-17,000001,Vente,121000,24,,RUE DU BIZET,0710,95100,95018,Argenteuil,95,,,95018000AZ0307,,,19,30.78,,,,,,,,,1,2,Appartement,33,2,,,,,,2.245039,48.950771
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,B,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0421,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1055,2.231748,48.935437
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
2019-428741,2019-01-25,000001,Vente,510000,30,,RUE AUGUSTE DELAUNE,0400,95100,95018,Argenteuil,95,,,95018000BX0422,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,782,2.23227,48.935571
